"","GEOID","location","name","estimate","moe","label","concept","geography"
"134","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"135","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"136","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"137","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"138","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"139","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"140","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"141","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"142","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"143","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"144","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"145","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"146","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"147","295101013002","Block Group 2; Census Tract 1013; St. Louis city; Missouri","B08301_021",6,10,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"148","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_001",974,462,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"149","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_002",895,429,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"150","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_003",881,429,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"151","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_004",14,25,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"152","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_005",14,25,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"153","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"154","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"155","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"156","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"157","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"158","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"159","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"160","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"161","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"162","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"163","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"164","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"165","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_018",20,62,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"166","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"167","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"168","295101013003","Block Group 3; Census Tract 1013; St. Louis city; Missouri","B08301_021",59,52,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"169","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_001",341,200,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"170","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_002",291,192,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"171","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_003",291,192,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"172","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"173","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"174","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"175","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"176","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"177","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"178","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"179","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"180","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"181","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"182","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"183","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"184","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"185","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"186","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"187","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"188","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"189","295101013004","Block Group 4; Census Tract 1013; St. Louis city; Missouri","B08301_021",50,70,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"190","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_001",359,148,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"191","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_002",323,140,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"192","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_003",279,125,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"193","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_004",44,37,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"194","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_005",44,37,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"195","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"196","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"197","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"198","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"199","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_010",11,19,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"200","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_011",11,19,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"201","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"202","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"203","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"204","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"205","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"206","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"207","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"208","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_019",9,14,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"209","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"210","295101014001","Block Group 1; Census Tract 1014; St. Louis city; Missouri","B08301_021",16,21,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"211","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_001",709,376,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"212","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_002",512,240,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"213","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_003",438,212,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"214","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_004",74,64,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"215","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_005",74,64,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"216","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"217","295101014002","Block Group 2; Census Tract 1014; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
